
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   Tempo 155
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI out #5"
BA   64   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   64   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   64   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   64   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   64   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   64   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   64   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   64   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   64   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   64   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   64   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   64   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   65   CR         0   TR  1   CH  6   NT  C#          23/48   voff=82
BA   65   CR         0   TR  2   CH  4   NT  A-        7+47/48   voff=126
BA   65   CR         0   TR  2   CH  4   NT  F#-       7+47/48   voff=126
BA   65   CR         0   TR  2   CH  4   NT  C#-       7+47/48   voff=126
BA   65   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   65   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   65   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR       1/2   TR  1   CH  6   NT  E           23/48   voff=82
BA   65   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   65   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   65   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR         1   TR  1   CH  6   NT  A           23/48   voff=82
BA   65   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   65   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   65   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   65   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   65   CR     1+1/2   TR  1   CH  6   NT  C#'         47/48   voff=82
BA   65   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   65   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   65   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   65   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   65   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   65   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   65   CR     2+1/2   TR  1   CH  6   NT  D'          23/48   voff=82
BA   65   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   65   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   65   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   65   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   65   CR         3   TR  1   CH  6   NT  F#'         47/48   voff=82
BA   65   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   65   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   65   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   65   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   65   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   65   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   65   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   65   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   65   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   66   CR         0   TR  1   CH  6   NT  G#'       1+23/48   voff=82
BA   66   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   66   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   66   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   66   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   66   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   66   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   66   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   66   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   66   CR     1+1/2   TR  1   CH  6   NT  A'        2+23/48   voff=82
BA   66   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   66   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   66   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   66   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   66   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   66   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   66   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   66   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   66   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   66   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   66   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   66   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   66   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   66   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   66   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   66   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   66   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   66   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   66   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   67   CR         0   TR  1   CH  6   NT  D           23/48   voff=82
BA   67   CR         0   TR  2   CH  4   NT  D-        7+47/48   von=123   voff=123
BA   67   CR         0   TR  2   CH  4   NT  F#-       7+47/48   voff=123
BA   67   CR         0   TR  2   CH  4   NT  A-        7+47/48   voff=123
BA   67   CR         0   TR  2   CH  4   NT  D         7+47/48   voff=123
BA   67   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   67   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   67   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR       1/2   TR  1   CH  6   NT  F#          23/48   voff=82
BA   67   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   67   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   67   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR         1   TR  1   CH  6   NT  A           23/48   voff=82
BA   67   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   67   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   67   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   67   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   67   CR     1+1/2   TR  1   CH  6   NT  C#'         47/48   voff=82
BA   67   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   67   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   67   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   67   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   67   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   67   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   67   CR     2+1/2   TR  1   CH  6   NT  D'          23/48   voff=82
BA   67   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   67   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   67   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   67   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   67   CR         3   TR  1   CH  6   NT  F#'         47/48   voff=82
BA   67   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   67   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   67   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   67   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   67   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   67   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   67   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   67   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   67   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   68   CR         0   TR  1   CH  6   NT  G#'       1+23/48   voff=82
BA   68   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   68   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   68   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   68   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   68   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   68   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   68   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   68   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   68   CR     1+1/2   TR  1   CH  6   NT  A'        2+23/48   voff=82
BA   68   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   68   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   68   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   68   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   68   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   68   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   68   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   68   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   68   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   68   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   68   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   68   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   68   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   68   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   68   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   68   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   68   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   68   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   68   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   69   CR         0   TR  1   CH  6   NT  C#          23/48   voff=82
BA   69   CR         0   TR  2   CH  4   NT  A-        7+47/48   von=126   voff=126
BA   69   CR         0   TR  2   CH  4   NT  F#-       7+47/48   voff=126
BA   69   CR         0   TR  2   CH  4   NT  C#-       7+47/48   voff=126
BA   69   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   69   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   69   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR       1/2   TR  1   CH  6   NT  E           23/48   voff=82
BA   69   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   69   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   69   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR         1   TR  1   CH  6   NT  A           23/48   voff=82
BA   69   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   69   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   69   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   69   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   69   CR     1+1/2   TR  1   CH  6   NT  C#'         47/48   voff=82
BA   69   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   69   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   69   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   69   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   69   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   69   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   69   CR     2+1/2   TR  1   CH  6   NT  E'          23/48   voff=82
BA   69   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   69   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   69   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   69   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   69   CR         3   TR  1   CH  6   NT  G#'         47/48   voff=82
BA   69   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   69   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   69   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   69   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   69   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   69   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   69   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   69   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   69   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   70   CR         0   TR  1   CH  6   NT  A'        1+47/48   voff=82
BA   70   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   70   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   70   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   70   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   70   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   70   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   70   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   70   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   70   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   70   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   70   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   70   CR         2   TR  1   CH  6   NT  C#'       1+47/48   voff=82
BA   70   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   70   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   70   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   70   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   70   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   70   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   70   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   70   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   70   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   70   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   70   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   70   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   70   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   70   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   70   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   70   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   71   CR         0   TR  1   CH  6   NT  E'        6+47/48   voff=82
BA   71   CR         0   TR  2   CH  4   NT  E-        3+47/48   voff=126
BA   71   CR         0   TR  2   CH  4   NT  B--       3+47/48   voff=126
BA   71   CR         0   TR  2   CH  4   NT  G#-       3+47/48   voff=126
BA   71   CR         0   TR  2   CH  4   NT  B-        3+47/48   voff=126
BA   71   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   71   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   71   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   71   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   71   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   71   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   71   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   71   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   71   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   71   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   71   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   71   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   71   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   71   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   71   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   71   CR     2+1/2   TR  7   CH 10   NT  D           11/48   voff=98
BA   71   CR     2+3/4   TR  7   CH 10   NT  B---        11/48   voff=98
BA   71   CR     2+3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR     2+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   71   CR         3   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   71   CR         3   TR  7   CH 10   NT  B---        11/48   voff=98
BA   71   CR         3   TR  7   CH 10   NT  E---        11/48   voff=98
BA   71   CR         3   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR         3   TR  7   CH 10   NT  E--         11/48   voff=98
BA   71   CR     3+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   71   CR     3+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR     3+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   71   CR     3+1/2   TR  7   CH 10   NT  D--         11/48   voff=98
BA   71   CR     3+1/2   TR  7   CH 10   NT  F--         11/48   voff=98
BA   71   CR     3+3/4   TR  7   CH 10   NT  E--         11/48   voff=98

BA   72   CR         0   TR  2   CH  4   NT  E         3+47/48   voff=126
BA   72   CR         0   TR  2   CH  4   NT  B-        3+47/48   voff=126
BA   72   CR         0   TR  2   CH  4   NT  G#-       3+47/48   voff=126
BA   72   CR         0   TR  2   CH  4   NT  E-        3+47/48   voff=126
BA   72   CR         0   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   72   CR         0   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   72   CR         0   TR  7   CH 10   NT  B---        23/48   voff=98
BA   72   CR         0   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR       1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   72   CR       1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   72   CR       1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   72   CR       1/2   TR  7   CH 10   NT  D--         23/48   voff=98
BA   72   CR       1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR       3/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR       3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   72   CR         1   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   72   CR         1   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   72   CR         1   TR  7   CH 10   NT  E---        23/48   voff=98
BA   72   CR         1   TR  7   CH 10   NT  B---        23/48   voff=98
BA   72   CR         1   TR  7   CH 10   NT  E--         11/48   voff=98
BA   72   CR     1+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   72   CR     1+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
BA   72   CR     1+1/2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR     1+3/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   72   CR     1+3/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   72   CR     1+3/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   72   CR         2   TR  6   CH 10   NT  G#--        23/48   voff=98
BA   72   CR         2   TR  7   CH 10   NT  F#--        23/48   voff=98
BA   72   CR         2   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR     2+1/4   TR  7   CH 10   NT  B---        23/48   voff=98
BA   72   CR     2+1/4   TR  7   CH 10   NT  C#--        11/48   voff=98
BA   72   CR     2+1/4   TR  7   CH 10   NT  F--         11/48   voff=98
BA   72   CR     2+1/4   TR  7   CH 10   NT  Eb          11/48   voff=98
BA   72   CR     2+1/2   TR  6   CH 10   NT  Bb--        23/48   voff=98
BA   72   CR     2+1/2   TR  7   CH 10   NT  Bb--        23/48   voff=98
