
BA    1   CR         0   TR  0   CH 16   Text type 3: "General MIDI Authoring Template"
BA    1   CR         0   TR  0   CH 16   Text type 1: "Use this template to create new GM compatiable MIDI files.\n"
BA    1   CR         0   TR  0   CH 16   Text type 1: "MIDI file publishers and hardware manufacturers, such as Roland Corp. and Tune 1000 have introduced more detailed conventions for authoring standard MIDI files for GM devices. These conventions are intended to produce consistent, error-free results when \n"
BA    1   CR         0   TR  0   CH 16   Text type 1: "Song Tempo should remain within the range of 30-240bpm\n"
BA   16   CR         3   TR  0   CH  6   NT  F#'           1/2
BA   16   CR         3   TR  0   CH  9   NT  C-            3/4   von=100
BA   16   CR         3   TR  0   CH 10   NT  A             1/2
BA   16   CR         3   TR  0   CH 10   NT  G#--          1/2
BA   16   CR   3+1/120   TR  0   CH  1   Channel volume 54
BA   16   CR   3+1/120   TR  0   CH  2   Channel volume 58
BA   16   CR   3+1/120   TR  0   CH  4   Channel volume 62
BA   16   CR   3+1/120   TR  0   CH  6   Channel volume 73
BA   16   CR   3+1/120   TR  0   CH 10   Channel volume 56
BA   16   CR    3+1/20   TR  0   CH  4   Channel volume 61
BA   16   CR  3+11/120   TR  0   CH  1   Channel volume 53
BA   16   CR  3+11/120   TR  0   CH  2   Channel volume 57
BA   16   CR  3+11/120   TR  0   CH  9   Channel volume 64
BA   16   CR  3+11/120   TR  0   CH 10   Channel volume 55
BA   16   CR    3+2/15   TR  0   CH  1   Channel volume 52
BA   16   CR    3+2/15   TR  0   CH  1   Channel volume 51
BA   16   CR    3+2/15   TR  0   CH  2   Channel volume 56
BA   16   CR    3+2/15   TR  0   CH  4   Channel volume 60
BA   16   CR    3+2/15   TR  0   CH  6   Channel volume 72
BA   16   CR    3+2/15   TR  0   CH 10   Channel volume 54
BA   16   CR    3+7/40   TR  0   CH  2   Channel volume 55
BA   16   CR    3+7/40   TR  0   CH  4   Channel volume 59
BA   16   CR   3+13/60   TR  0   CH  1   Channel volume 50
BA   16   CR   3+13/60   TR  0   CH  2   Channel volume 54
BA   16   CR   3+13/60   TR  0   CH  9   Channel volume 63
BA   16   CR   3+13/60   TR  0   CH 10   Channel volume 53
BA   16   CR   3+13/60   TR  0   CH 10   Channel volume 52
BA   16   CR  3+31/120   TR  0   CH  1   Channel volume 49
BA   16   CR  3+31/120   TR  0   CH  4   Channel volume 58
BA   16   CR  3+31/120   TR  0   CH  6   Channel volume 71
BA   16   CR  3+31/120   TR  0   CH  6   Channel volume 70
BA   16   CR  3+31/120   TR  0   CH  9   Channel volume 62
BA   16   CR    3+3/10   TR  0   CH  2   Channel volume 53
BA   16   CR    3+3/10   TR  0   CH  4   Channel volume 57
BA   16   CR    3+3/10   TR  0   CH  6   Channel volume 69
BA   16   CR    3+3/10   TR  0   CH  9   Channel volume 61
BA   16   CR  3+41/120   TR  0   CH  1   Channel volume 48
BA   16   CR  3+41/120   TR  0   CH  2   Channel volume 52
BA   16   CR  3+41/120   TR  0   CH  6   Channel volume 68
BA   16   CR  3+41/120   TR  0   CH  9   Channel volume 60
BA   16   CR   3+23/60   TR  0   CH  1   Channel volume 47
BA   16   CR   3+23/60   TR  0   CH  9   Channel volume 59
BA   16   CR   3+23/60   TR  0   CH 10   Channel volume 51
BA   16   CR   3+17/40   TR  0   CH  1   Channel volume 46
BA   16   CR   3+17/40   TR  0   CH  2   Channel volume 51
BA   16   CR   3+17/40   TR  0   CH  4   Channel volume 56
BA   16   CR    3+7/15   TR  0   CH  2   Channel volume 50
BA   16   CR    3+7/15   TR  0   CH 10   Channel volume 50
BA   16   CR     3+1/2   TR  0   CH  2   Channel volume 49
BA   16   CR     3+1/2   TR  0   CH  4   Channel volume 55
BA   16   CR     3+1/2   TR  0   CH  4   NT  D'            1/4
BA   16   CR     3+1/2   TR  0   CH  4   NT  B             1/4
BA   16   CR     3+1/2   TR  0   CH  4   NT  F#'           1/4
BA   16   CR     3+1/2   TR  0   CH  6   Channel volume 67
BA   16   CR     3+1/2   TR  0   CH  6   NT  G'            1/4   von=90
BA   16   CR     3+1/2   TR  0   CH  9   Channel volume 58
BA   16   CR     3+1/2   TR  0   CH  9   Channel volume 57
BA   16   CR   3+13/24   TR  0   CH  1   Channel volume 45
BA   16   CR   3+13/24   TR  0   CH  4   Channel volume 54
BA   16   CR   3+13/24   TR  0   CH  6   Channel volume 66
BA   16   CR   3+13/24   TR  0   CH 10   Channel volume 49
BA   16   CR    3+7/12   TR  0   CH  4   Channel volume 53
BA   16   CR    3+7/12   TR  0   CH  6   Channel volume 65
BA   16   CR    3+7/12   TR  0   CH  9   Channel volume 56
BA   16   CR     3+5/8   TR  0   CH  1   Channel volume 44
BA   16   CR     3+5/8   TR  0   CH  2   Channel volume 48
BA   16   CR     3+5/8   TR  0   CH  9   Channel volume 55
BA   16   CR     3+5/8   TR  0   CH 10   Channel volume 48
BA   16   CR     3+2/3   TR  0   CH  1   Channel volume 43
BA   16   CR     3+2/3   TR  0   CH  2   Channel volume 47
BA   16   CR     3+2/3   TR  0   CH  4   Channel volume 52
BA   16   CR   3+17/24   TR  0   CH  2   Channel volume 46
BA   16   CR   3+17/24   TR  0   CH  4   Channel volume 51
BA   16   CR   3+17/24   TR  0   CH  6   Channel volume 64
BA   16   CR   3+17/24   TR  0   CH  9   Channel volume 54
BA   16   CR   3+17/24   TR  0   CH 10   Channel volume 47
BA   16   CR     3+3/4   TR  0   CH  1   Channel volume 42
BA   16   CR     3+3/4   TR  0   CH  9   Channel volume 53
BA   16   CR   3+19/24   TR  0   CH  4   Channel volume 50
BA   16   CR   3+19/24   TR  0   CH  6   Channel volume 63
BA   16   CR   3+19/24   TR  0   CH 10   Channel volume 46
BA   16   CR     3+5/6   TR  0   CH  1   Channel volume 41
BA   16   CR     3+5/6   TR  0   CH 10   Channel volume 45
BA   16   CR     3+7/8   TR  0   CH  2   Channel volume 45
BA   16   CR     3+7/8   TR  0   CH  4   Channel volume 49
BA   16   CR     3+7/8   TR  0   CH  6   Channel volume 62
BA   16   CR     3+7/8   TR  0   CH  9   Channel volume 52
BA   16   CR    3+9/10   TR  0   CH 10   Channel volume 44
BA   16   CR 3+109/120   TR  0   CH  1   Channel volume 40
BA   16   CR 3+109/120   TR  0   CH  1   Channel volume 39
BA   16   CR 3+109/120   TR  0   CH  2   Channel volume 44
BA   16   CR 3+109/120   TR  0   CH  6   Channel volume 61
BA   16   CR 3+109/120   TR  0   CH 10   Channel volume 43
BA   16   CR   3+19/20   TR  0   CH  6   Channel volume 60
BA   16   CR   3+19/20   TR  0   CH  6   Channel volume 59
BA   16   CR   3+19/20   TR  0   CH  9   Channel volume 51
BA   16   CR   3+19/20   TR  0   CH 10   Channel volume 42
BA   16   CR 3+119/120   TR  0   CH  2   Channel volume 43

BA   17   CR         0   TR  0   CH  1   Channel volume 38
BA   17   CR         0   TR  0   CH  1   NT  F'              1   von=80
BA   17   CR         0   TR  0   CH  2   Channel volume 42
BA   17   CR         0   TR  0   CH  2   NT  F--             1   von=90
BA   17   CR         0   TR  0   CH  4   Channel volume 48
BA   17   CR         0   TR  0   CH  6   Channel volume 58
BA   17   CR         0   TR  0   CH  6   NT  E'            3/4
BA   17   CR         0   TR  0   CH  6   NT  G#'           1/2
BA   17   CR         0   TR  0   CH  9   Channel volume 50
BA   17   CR         0   TR  0   CH  9   Channel volume 49
BA   17   CR         0   TR  0   CH  9   NT  F--             1   von=100
BA   17   CR      1/24   TR  0   CH  1   Channel volume 37
BA   17   CR      1/24   TR  0   CH  2   Channel volume 41
BA   17   CR      1/24   TR  0   CH  4   Channel volume 47
BA   17   CR      1/24   TR  0   CH  6   Channel volume 57
BA   17   CR      1/12   TR  0   CH  2   Channel volume 40
BA   17   CR      1/12   TR  0   CH  6   Channel volume 56
BA   17   CR      1/12   TR  0   CH 10   Channel volume 41
BA   17   CR       1/8   TR  0   CH  1   Channel volume 36
BA   17   CR       1/8   TR  0   CH  6   Channel volume 55
BA   17   CR       1/8   TR  0   CH  9   Channel volume 48
BA   17   CR       1/6   TR  0   CH  2   Channel volume 39
BA   17   CR       1/6   TR  0   CH  4   Channel volume 46
BA   17   CR       1/6   TR  0   CH  6   Channel volume 54
BA   17   CR       1/6   TR  0   CH 10   Channel volume 40
BA   17   CR      5/24   TR  0   CH  1   Channel volume 35
BA   17   CR      5/24   TR  0   CH  2   Channel volume 38
BA   17   CR      5/24   TR  0   CH  4   Channel volume 45
BA   17   CR      5/24   TR  0   CH  6   Channel volume 53
BA   17   CR      5/24   TR  0   CH 10   Channel volume 39
BA   17   CR       1/4   TR  0   CH  1   Channel volume 34
BA   17   CR       1/4   TR  0   CH  4   Channel volume 44
BA   17   CR       1/4   TR  0   CH  9   Channel volume 47
BA   17   CR      7/24   TR  0   CH  1   Channel volume 33
BA   17   CR      7/24   TR  0   CH  4   Channel volume 43
BA   17   CR      7/24   TR  0   CH  6   Channel volume 52
BA   17   CR      7/24   TR  0   CH  6   Channel volume 51
BA   17   CR      7/24   TR  0   CH  9   Channel volume 46
BA   17   CR      7/24   TR  0   CH 10   Channel volume 38
BA   17   CR       1/3   TR  0   CH  2   Channel volume 37
BA   17   CR       1/3   TR  0   CH  4   Channel volume 42
BA   17   CR       1/3   TR  0   CH  9   Channel volume 45
BA   17   CR       3/8   TR  0   CH  4   Channel volume 41
BA   17   CR       3/8   TR  0   CH  6   Channel volume 50
BA   17   CR       3/8   TR  0   CH  9   Channel volume 44
BA   17   CR      5/12   TR  0   CH  1   Channel volume 32
BA   17   CR      5/12   TR  0   CH  2   Channel volume 36
BA   17   CR      5/12   TR  0   CH  9   Channel volume 43
BA   17   CR      5/12   TR  0   CH 10   Channel volume 37
BA   17   CR     11/24   TR  0   CH  4   Channel volume 40
BA   17   CR       1/2   TR  0   CH  1   Channel volume 31
BA   17   CR       1/2   TR  0   CH  2   Channel volume 35
BA   17   CR       1/2   TR  0   CH  4   NT  C'            1/4
BA   17   CR       1/2   TR  0   CH  4   NT  A             1/4
BA   17   CR       1/2   TR  0   CH  4   NT  E'            1/4
BA   17   CR       1/2   TR  0   CH  6   Channel volume 49
BA   17   CR       1/2   TR  0   CH  6   NT  A'            1/4   von=90
BA   17   CR       1/2   TR  0   CH  9   Channel volume 42
BA   17   CR       1/2   TR  0   CH  9   Channel volume 41
BA   17   CR       1/2   TR  0   CH 10   Channel volume 36
BA   17   CR       1/2   TR  0   CH 10   Channel volume 35
BA   17   CR       1/2   TR  0   CH 10   NT  G#--          1/2   von=100
BA   17   CR     13/24   TR  0   CH  1   Channel volume 30
BA   17   CR     13/24   TR  0   CH  2   Channel volume 34
BA   17   CR     13/24   TR  0   CH  4   Channel volume 39
BA   17   CR     13/24   TR  0   CH  9   Channel volume 40
BA   17   CR      7/12   TR  0   CH  1   Channel volume 29
BA   17   CR      7/12   TR  0   CH  4   Channel volume 38
BA   17   CR      7/12   TR  0   CH  6   Channel volume 48
BA   17   CR      7/12   TR  0   CH 10   Channel volume 34
BA   17   CR       5/8   TR  0   CH  1   Channel volume 28
BA   17   CR       5/8   TR  0   CH  4   Channel volume 37
BA   17   CR       5/8   TR  0   CH  6   Channel volume 47
BA   17   CR       5/8   TR  0   CH  9   Channel volume 39
BA   17   CR       5/8   TR  0   CH 10   Channel volume 33
BA   17   CR       2/3   TR  0   CH  1   Channel volume 27
BA   17   CR       2/3   TR  0   CH  1   Channel volume 26
BA   17   CR       2/3   TR  0   CH  2   Channel volume 33
BA   17   CR       2/3   TR  0   CH  6   Channel volume 46
BA   17   CR       2/3   TR  0   CH  9   Channel volume 38
BA   17   CR       2/3   TR  0   CH  9   Channel volume 37
BA   17   CR     17/24   TR  0   CH  4   Channel volume 36
BA   17   CR     17/24   TR  0   CH 10   Channel volume 32
BA   17   CR     17/24   TR  0   CH 10   Channel volume 31
BA   17   CR       3/4   TR  0   CH  1   Channel volume 25
BA   17   CR       3/4   TR  0   CH  2   Channel volume 32
BA   17   CR       3/4   TR  0   CH  6   Channel volume 45
BA   17   CR       3/4   TR  0   CH  9   Channel volume 36
BA   17   CR       4/5   TR  0   CH  6   Channel volume 44
BA   17   CR    97/120   TR  0   CH  2   Channel volume 31
BA   17   CR    97/120   TR  0   CH  4   Channel volume 35
BA   17   CR    97/120   TR  0   CH 10   Channel volume 30
BA   17   CR     17/20   TR  0   CH  1   Channel volume 24
BA   17   CR     17/20   TR  0   CH  2   Channel volume 30
BA   17   CR     17/20   TR  0   CH  6   Channel volume 43
BA   17   CR     17/20   TR  0   CH  6   Channel volume 42
BA   17   CR     17/20   TR  0   CH  9   Channel volume 35
BA   17   CR   107/120   TR  0   CH  2   Channel volume 29
BA   17   CR   107/120   TR  0   CH  4   Channel volume 34
BA   17   CR   107/120   TR  0   CH  4   Channel volume 33
BA   17   CR   107/120   TR  0   CH  6   Channel volume 41
BA   17   CR   107/120   TR  0   CH  9   Channel volume 34
BA   17   CR   107/120   TR  0   CH 10   Channel volume 29
BA   17   CR     14/15   TR  0   CH  1   Channel volume 23
BA   17   CR     14/15   TR  0   CH  9   Channel volume 33
BA   17   CR     14/15   TR  0   CH 10   Channel volume 28
BA   17   CR     39/40   TR  0   CH  2   Channel volume 28
BA   17   CR     39/40   TR  0   CH  4   Channel volume 32
BA   17   CR     39/40   TR  0   CH  6   Channel volume 40
BA   17   CR     39/40   TR  0   CH  9   Channel volume 32
BA   17   CR     39/40   TR  0   CH 10   Channel volume 27
BA   17   CR         1   TR  0   CH  1   Channel volume 22
BA   17   CR         1   TR  0   CH  2   Channel volume 27
BA   17   CR         1   TR  0   CH  4   NT  C'            1/4
BA   17   CR         1   TR  0   CH  4   NT  A             1/4
BA   17   CR         1   TR  0   CH  4   NT  E'            1/4
BA   17   CR         1   TR  0   CH  6   NT  A'            1/2   von=90
BA   17   CR         1   TR  0   CH  9   Channel volume 31
BA   17   CR         1   TR  0   CH 10   NT  B-            1/2   von=100
BA   17   CR         1   TR  0   CH 10   NT  G---          1/2
BA   17   CR    1+1/24   TR  0   CH  1   Channel volume 21
BA   17   CR    1+1/24   TR  0   CH  2   Channel volume 26
BA   17   CR    1+1/24   TR  0   CH  2   Channel volume 25
BA   17   CR    1+1/24   TR  0   CH  4   Channel volume 31
BA   17   CR    1+1/24   TR  0   CH  6   Channel volume 39
BA   17   CR    1+1/24   TR  0   CH  6   Channel volume 38
BA   17   CR    1+1/24   TR  0   CH  9   Channel volume 30
BA   17   CR    1+1/24   TR  0   CH 10   Channel volume 26
BA   17   CR    1+1/12   TR  0   CH  2   Channel volume 24
BA   17   CR    1+1/12   TR  0   CH  6   Channel volume 37
BA   17   CR     1+1/8   TR  0   CH  2   Channel volume 23
BA   17   CR     1+1/8   TR  0   CH  9   Channel volume 29
BA   17   CR     1+1/8   TR  0   CH 10   Channel volume 25
BA   17   CR     1+1/6   TR  0   CH  2   Channel volume 22
BA   17   CR     1+1/6   TR  0   CH  4   Channel volume 30
BA   17   CR     1+1/6   TR  0   CH  6   Channel volume 36
BA   17   CR     1+1/6   TR  0   CH  9   Channel volume 28
BA   17   CR    1+5/24   TR  0   CH  2   Channel volume 21
BA   17   CR    1+5/24   TR  0   CH  4   Channel volume 29
BA   17   CR    1+5/24   TR  0   CH  6   Channel volume 35
BA   17   CR    1+5/24   TR  0   CH 10   Channel volume 24
BA   17   CR     1+1/4   TR  0   CH  1   Channel volume 20
BA   17   CR     1+1/4   TR  0   CH  4   Channel volume 28
BA   17   CR     1+1/4   TR  0   CH 10   Channel volume 23
BA   17   CR    1+7/24   TR  0   CH  1   Channel volume 19
BA   17   CR    1+7/24   TR  0   CH  6   Channel volume 34
BA   17   CR    1+7/24   TR  0   CH  9   Channel volume 27
BA   17   CR    1+7/24   TR  0   CH 10   Channel volume 22
BA   17   CR     1+1/3   TR  0   CH  1   Channel volume 18
BA   17   CR     1+1/3   TR  0   CH  4   Channel volume 27
BA   17   CR     1+1/3   TR  0   CH  6   Channel volume 33
BA   17   CR     1+1/3   TR  0   CH  9   Channel volume 26
BA   17   CR     1+3/8   TR  0   CH  6   Channel volume 32
BA   17   CR     1+3/8   TR  0   CH  9   Channel volume 25
BA   17   CR     1+3/8   TR  0   CH 10   Channel volume 21
BA   17   CR    1+5/12   TR  0   CH  1   Channel volume 17
BA   17   CR    1+5/12   TR  0   CH  2   Channel volume 20
BA   17   CR    1+5/12   TR  0   CH  4   Channel volume 26
BA   17   CR    1+5/12   TR  0   CH  6   Channel volume 31
BA   17   CR    1+5/12   TR  0   CH  9   Channel volume 24
BA   17   CR   1+11/24   TR  0   CH  2   Channel volume 19
BA   17   CR   1+11/24   TR  0   CH  6   Channel volume 30
BA   17   CR     1+1/2   TR  0   CH  1   Channel volume 16
BA   17   CR     1+1/2   TR  0   CH  1   NT  C''             1   von=80
BA   17   CR     1+1/2   TR  0   CH  2   Channel volume 18
BA   17   CR     1+1/2   TR  0   CH  2   NT  C-              1   von=90
BA   17   CR     1+1/2   TR  0   CH  4   Channel volume 25
BA   17   CR     1+1/2   TR  0   CH  6   NT  E'            3/4
BA   17   CR     1+1/2   TR  0   CH  6   NT  G#'           1/2
BA   17   CR     1+1/2   TR  0   CH  9   Channel volume 23
BA   17   CR     1+1/2   TR  0   CH  9   NT  C-              1   von=100
BA   17   CR     1+1/2   TR  0   CH 10   NT  G#--          1/2
BA   17   CR   1+13/24   TR  0   CH  1   Channel volume 15
BA   17   CR   1+13/24   TR  0   CH  6   Channel volume 29
BA   17   CR   1+13/24   TR  0   CH 10   Channel volume 20
BA   17   CR    1+7/12   TR  0   CH  2   Channel volume 17
BA   17   CR    1+7/12   TR  0   CH  4   Channel volume 24
BA   17   CR     1+5/8   TR  0   CH  1   Channel volume 14
BA   17   CR     1+5/8   TR  0   CH  2   Channel volume 16
BA   17   CR     1+5/8   TR  0   CH 10   Channel volume 19
BA   17   CR     1+2/3   TR  0   CH  4   Channel volume 23
BA   17   CR     1+2/3   TR  0   CH  6   Channel volume 28
BA   17   CR     1+2/3   TR  0   CH  9   Channel volume 22
BA   17   CR     1+2/3   TR  0   CH 10   Channel volume 18
BA   17   CR   1+17/24   TR  0   CH  6   Channel volume 27
BA   17   CR   1+17/24   TR  0   CH  9   Channel volume 21
BA   17   CR     1+3/4   TR  0   CH  2   Channel volume 15
BA   17   CR     1+3/4   TR  0   CH  2   Channel volume 14
BA   17   CR     1+3/4   TR  0   CH  4   Channel volume 22
BA   17   CR     1+3/4   TR  0   CH  6   Channel volume 26
BA   17   CR     1+3/4   TR  0   CH  9   Channel volume 20
BA   17   CR     1+3/4   TR  0   CH 10   Channel volume 17
BA   17   CR   1+19/24   TR  0   CH  9   Channel volume 19
BA   17   CR     1+5/6   TR  0   CH  1   Channel volume 13
BA   17   CR     1+5/6   TR  0   CH  2   Channel volume 13
BA   17   CR     1+5/6   TR  0   CH  4   Channel volume 21
BA   17   CR     1+5/6   TR  0   CH  6   Channel volume 25
BA   17   CR     1+5/6   TR  0   CH  9   Channel volume 18
BA   17   CR     1+7/8   TR  0   CH  2   Channel volume 12
BA   17   CR     1+7/8   TR  0   CH  9   Channel volume 17
BA   17   CR   1+11/12   TR  0   CH  4   Channel volume 20
BA   17   CR   1+11/12   TR  0   CH 10   Channel volume 16
BA   17   CR   1+23/24   TR  0   CH  1   Channel volume 12
BA   17   CR   1+23/24   TR  0   CH  4   Channel volume 19
BA   17   CR   1+23/24   TR  0   CH  6   Channel volume 24
BA   17   CR   1+23/24   TR  0   CH 10   Channel volume 15
BA   17   CR         2   TR  0   CH  1   Channel volume 11
BA   17   CR         2   TR  0   CH  2   Channel volume 11
BA   17   CR         2   TR  0   CH  4   Channel volume 18
BA   17   CR         2   TR  0   CH  4   NT  C'            1/4
BA   17   CR         2   TR  0   CH  4   NT  A             1/4
BA   17   CR         2   TR  0   CH  4   NT  E'            1/4
BA   17   CR         2   TR  0   CH  6   Channel volume 23
BA   17   CR         2   TR  0   CH  6   NT  A'            1/4   von=90
BA   17   CR    2+1/24   TR  0   CH  2   Channel volume 10
BA   17   CR    2+1/24   TR  0   CH  4   Channel volume 17
BA   17   CR    2+1/24   TR  0   CH  6   Channel volume 22
BA   17   CR    2+1/24   TR  0   CH  9   Channel volume 16
BA   17   CR    2+1/24   TR  0   CH 10   Channel volume 14
BA   17   CR    2+1/12   TR  0   CH  1   Channel volume 10
BA   17   CR    2+1/12   TR  0   CH  4   Channel volume 16
BA   17   CR    2+1/12   TR  0   CH  9   Channel volume 15
BA   17   CR    2+1/12   TR  0   CH 10   Channel volume 13
BA   17   CR     2+1/8   TR  0   CH  6   Channel volume 21
BA   17   CR     2+1/8   TR  0   CH  9   Channel volume 14
BA   17   CR     2+1/6   TR  0   CH  1   Channel volume 9
BA   17   CR     2+1/6   TR  0   CH  2   Channel volume 9
BA   17   CR     2+1/6   TR  0   CH  4   Channel volume 15
BA   17   CR     2+1/6   TR  0   CH  9   Channel volume 13
BA   17   CR     2+1/6   TR  0   CH 10   Channel volume 12
BA   17   CR    2+5/24   TR  0   CH  2   Channel volume 8
BA   17   CR    2+5/24   TR  0   CH  4   Channel volume 14
BA   17   CR    2+5/24   TR  0   CH  9   Channel volume 12
BA   17   CR    2+5/24   TR  0   CH 10   Channel volume 11
BA   17   CR     2+1/4   TR  0   CH  4   Channel volume 13
BA   17   CR    2+7/24   TR  0   CH  1   Channel volume 8
BA   17   CR    2+7/24   TR  0   CH  2   Channel volume 7
BA   17   CR    2+7/24   TR  0   CH 10   Channel volume 10
BA   17   CR     2+1/3   TR  0   CH  1   Channel volume 7
BA   17   CR     2+1/3   TR  0   CH  4   Channel volume 12
BA   17   CR     2+1/3   TR  0   CH  6   Channel volume 20
BA   17   CR     2+3/8   TR  0   CH  4   Channel volume 11
BA   17   CR     2+3/8   TR  0   CH  6   Channel volume 19
BA   17   CR    2+5/12   TR  0   CH  1   Channel volume 6
BA   17   CR    2+5/12   TR  0   CH  2   Channel volume 6
BA   17   CR    2+5/12   TR  0   CH  9   Channel volume 11
BA   17   CR    2+5/12   TR  0   CH 10   Channel volume 9
BA   17   CR   2+11/24   TR  0   CH  6   Channel volume 18
BA   17   CR   2+11/24   TR  0   CH  9   Channel volume 10
BA   17   CR     2+1/2   TR  0   CH  4   Channel volume 10
BA   17   CR     2+1/2   TR  0   CH  4   NT  C'            1/4   von=100
BA   17   CR     2+1/2   TR  0   CH  4   NT  A             1/4
BA   17   CR     2+1/2   TR  0   CH  4   NT  E'            1/4
BA   17   CR     2+1/2   TR  0   CH  6   NT  A'            1/2   von=90
BA   17   CR     2+1/2   TR  0   CH  9   Channel volume 9
BA   17   CR     2+1/2   TR  0   CH 10   Channel volume 8
BA   17   CR     2+1/2   TR  0   CH 10   NT  G---          1/2   von=100
BA   17   CR     2+1/2   TR  0   CH 10   NT  B-            1/2
BA   17   CR   2+13/24   TR  0   CH  2   Channel volume 5
BA   17   CR   2+13/24   TR  0   CH  4   Channel volume 9
BA   17   CR   2+13/24   TR  0   CH  9   Channel volume 8
BA   17   CR   2+13/24   TR  0   CH 10   Channel volume 7
BA   17   CR    2+7/12   TR  0   CH  1   Channel volume 5
BA   17   CR    2+7/12   TR  0   CH  6   Channel volume 17
BA   17   CR  2+73/120   TR  0   CH  9   Channel volume 7
BA   17   CR   2+13/20   TR  0   CH  1   Channel volume 4
BA   17   CR   2+13/20   TR  0   CH  4   Channel volume 8
BA   17   CR   2+13/20   TR  0   CH  6   Channel volume 16
BA   17   CR  2+83/120   TR  0   CH 10   Channel volume 6
BA   17   CR   2+11/15   TR  0   CH  1   Channel volume 3
BA   17   CR   2+11/15   TR  0   CH  6   Channel volume 15
BA   17   CR     2+3/4   TR  0   CH  2   Channel volume 4
BA   17   CR     2+3/4   TR  0   CH  6   Channel volume 14
BA   17   CR   2+19/24   TR  0   CH  1   Channel volume 2
BA   17   CR   2+19/24   TR  0   CH  9   Channel volume 6
BA   17   CR     2+5/6   TR  0   CH  4   Channel volume 7
BA   17   CR     2+5/6   TR  0   CH  6   Channel volume 13
BA   17   CR     2+5/6   TR  0   CH  9   Channel volume 5
BA   17   CR     2+7/8   TR  0   CH  1   Channel volume 1
BA   17   CR     2+7/8   TR  0   CH  2   Channel volume 3
BA   17   CR     2+7/8   TR  0   CH  9   Channel volume 4
BA   17   CR     2+7/8   TR  0   CH 10   Channel volume 5
BA   17   CR   2+11/12   TR  0   CH  6   Channel volume 12
BA   17   CR   2+11/12   TR  0   CH  9   Channel volume 3
BA   17   CR   2+23/24   TR  0   CH  4   Channel volume 6
BA   17   CR   2+23/24   TR  0   CH  6   Channel volume 11
BA   17   CR   2+23/24   TR  0   CH  9   Channel volume 2
BA   17   CR         3   TR  0   CH  1   NT  F'            3/4   von=80
BA   17   CR         3   TR  0   CH  2   Channel volume 2
BA   17   CR         3   TR  0   CH  2   NT  F--           3/4   von=90
BA   17   CR         3   TR  0   CH  4   Channel volume 5
BA   17   CR         3   TR  0   CH  6   Channel volume 10
BA   17   CR         3   TR  0   CH  6   NT  E'            3/4
BA   17   CR         3   TR  0   CH  6   NT  G#'           1/2
BA   17   CR         3   TR  0   CH  9   NT  F--           3/4   von=100
BA   17   CR         3   TR  0   CH 10   Channel volume 4
BA   17   CR         3   TR  0   CH 10   NT  A             1/2
BA   17   CR         3   TR  0   CH 10   NT  G#--          1/2
BA   17   CR    3+1/24   TR  0   CH  1   Channel volume 0
BA   17   CR    3+1/24   TR  0   CH  6   Channel volume 9
BA   17   CR    3+1/24   TR  0   CH 10   Channel volume 3
BA   17   CR    3+1/12   TR  0   CH  2   Channel volume 1
BA   17   CR    3+1/12   TR  0   CH  4   Channel volume 4
BA   17   CR    3+1/12   TR  0   CH  6   Channel volume 8
BA   17   CR    3+1/12   TR  0   CH  9   Channel volume 1
BA   17   CR     3+1/8   TR  0   CH  6   Channel volume 7
BA   17   CR     3+1/8   TR  0   CH 10   Channel volume 2
BA   17   CR     3+1/6   TR  0   CH  2   Channel volume 0
BA   17   CR     3+1/6   TR  0   CH  4   Channel volume 3
BA   17   CR     3+1/6   TR  0   CH  6   Channel volume 6
BA   17   CR    3+5/24   TR  0   CH  6   Channel volume 5
BA   17   CR    3+5/24   TR  0   CH 10   Channel volume 1
BA   17   CR     3+1/4   TR  0   CH  4   Channel volume 2
BA   17   CR    3+7/24   TR  0   CH  4   Channel volume 1
BA   17   CR    3+7/24   TR  0   CH  6   Channel volume 4
BA   17   CR    3+7/24   TR  0   CH  9   Channel volume 0
BA   17   CR     3+1/3   TR  0   CH  4   Channel volume 0
BA   17   CR     3+3/8   TR  0   CH  6   Channel volume 3
BA   17   CR    3+5/12   TR  0   CH  6   Channel volume 2
BA   17   CR    3+5/12   TR  0   CH 10   Channel volume 0
BA   17   CR     3+1/2   TR  0   CH  4   NT  C'            1/4
BA   17   CR     3+1/2   TR  0   CH  4   NT  A             1/4
BA   17   CR     3+1/2   TR  0   CH  4   NT  E'            1/4
BA   17   CR     3+1/2   TR  0   CH  6   NT  A'            1/4   von=90
BA   17   CR   3+11/20   TR  0   CH  6   Channel volume 1
BA   17   CR   3+19/30   TR  0   CH  6   Channel volume 0

BA   18   CR         0   TR  0   CH  1   NT  G'              1   von=80
BA   18   CR         0   TR  0   CH  2   NT  G--             1   von=90
BA   18   CR         0   TR  0   CH  6   NT  G             1/2
BA   18   CR         0   TR  0   CH  6   NT  B'            1/2
BA   18   CR         0   TR  0   CH  9   NT  G--             1   von=100
BA   18   CR       1/2   TR  0   CH  4   NT  C'            1/4
BA   18   CR       1/2   TR  0   CH  4   NT  A             1/4
BA   18   CR       1/2   TR  0   CH  4   NT  E'            1/4
BA   18   CR       1/2   TR  0   CH  6   NT  F#            1/2   von=90
BA   18   CR       1/2   TR  0   CH  6   NT  A'            1/2
BA   18   CR       1/2   TR  0   CH 10   NT  G#--          1/2   von=100
