
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  0   CH 16   Tempo 129
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tremelo Strings Pan Right"
BA   33   CR   3+41/48   TR 11   CH 11   ST &EA &41 &3A
BA   33   CR     3+7/8   TR 11   CH 11   ST &BA &0A &5C
BA   33   CR   3+85/96   TR 11   CH 11   ST &BA &0A &5D
BA   33   CR   3+43/48   TR 11   CH 11   ST &BA &0A &5E
BA   33   CR   3+43/48   TR 11   CH 11   ST &EA &3B &3A
BA   33   CR   3+29/32   TR 11   CH 11   ST &BA &0A &5F
BA   33   CR   3+11/12   TR 11   CH 11   ST &BA &0A &60
BA   33   CR   3+11/12   TR 13   CH 13   Channel volume 24
BA   33   CR   3+89/96   TR 11   CH 11   ST &BA &0A &61
BA   33   CR   3+89/96   TR 11   CH 11   ST &EA &34 &3A
BA   33   CR   3+15/16   TR  6   CH  6   Channel volume 16
BA   33   CR   3+15/16   TR 11   CH 11   ST &BA &0A &62
BA   33   CR   3+91/96   TR 11   CH 11   ST &BA &0A &63
BA   33   CR   3+91/96   TR 15   CH 15   Channel volume 17
BA   33   CR   3+23/24   TR 10   CH 10   Channel volume 24
BA   33   CR   3+23/24   TR 11   CH 11   ST &BA &0A &64
BA   33   CR   3+31/32   TR 11   CH 11   ST &BA &0A &65
BA   33   CR   3+31/32   TR 11   CH 11   ST &EA &2D &3A
BA   33   CR   3+31/32   TR 14   CH 14   Channel volume 28
BA   33   CR   3+47/48   TR 11   CH 11   ST &BA &0A &66
BA   33   CR   3+95/96   TR 11   CH 11   ST &BA &0A &67

BA   34   CR         0   TR  6   CH  6   NT  F--         59/96   von=103   voff=103
BA   34   CR         0   TR  7   CH  7   Channel volume 16
BA   34   CR         0   TR  7   CH  7   NT  F           47/96   von=112   voff=112
BA   34   CR         0   TR  8   CH  8   Channel volume 16
BA   34   CR         0   TR  8   CH  8   NT  F           47/96   von=112   voff=112
BA   34   CR         0   TR 10   CH 10   NT  C#--        23/96   von=103   voff=103
BA   34   CR         0   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA   34   CR         0   TR 11   CH 11   Channel volume 24
BA   34   CR         0   TR 11   CH 11   ST &BA &0A &68
BA   34   CR         0   TR 11   CH 11   ST &EA &6C &3F
BA   34   CR         0   TR 11   CH 11   NT  F#'       3+95/96   voff=111
BA   34   CR         0   TR 12   CH 12   Channel volume 24
BA   34   CR         0   TR 13   CH 13   NT  A---        47/96   von=81   voff=81
BA   34   CR         0   TR 14   CH 14   NT  B'          11/96   von=66   voff=66
BA   34   CR         0   TR 14   CH 14   NT  Eb''        11/96   von=86   voff=86
BA   34   CR         0   TR 14   CH 14   NT  Eb'         11/96   voff=86
BA   34   CR         0   TR 15   CH 15   NT  B-          11/96   voff=61
BA   34   CR         0   TR 15   CH 15   NT  Eb-         11/96   von=77   voff=77
BA   34   CR         0   TR 15   CH 15   NT  Eb          11/96   voff=77
BA   34   CR      1/48   TR 11   CH 11   ST &BA &0A &67
BA   34   CR      1/32   TR 11   CH 11   ST &BA &0A &66
BA   34   CR      1/24   TR 11   CH 11   ST &BA &0A &65
BA   34   CR      1/24   TR 11   CH 11   ST &EA &65 &3F
BA   34   CR      5/96   TR 11   CH 11   ST &BA &0A &64
BA   34   CR      1/16   TR 11   CH 11   ST &BA &0A &63
BA   34   CR      7/96   TR 11   CH 11   ST &BA &0A &62
BA   34   CR      1/12   TR 11   CH 11   ST &BA &0A &61
BA   34   CR      1/12   TR 11   CH 11   ST &EA &5E &3F
BA   34   CR      3/32   TR 11   CH 11   ST &BA &0A &60
BA   34   CR      3/32   TR 13   CH 13   Channel volume 23
BA   34   CR      5/48   TR 11   CH 11   ST &BA &0A &5F
BA   34   CR     11/96   TR 14   CH 14   Channel volume 27
BA   34   CR       1/8   TR 11   CH 11   ST &BA &0A &5E
BA   34   CR       1/8   TR 11   CH 11   ST &EA &58 &3F
BA   34   CR     13/96   TR 10   CH 10   Channel volume 23
BA   34   CR     13/96   TR 11   CH 11   ST &BA &0A &5D
BA   34   CR      7/48   TR 11   CH 11   ST &BA &0A &5C
BA   34   CR      5/32   TR 11   CH 11   ST &BA &0A &5B
BA   34   CR       1/6   TR 11   CH 11   Channel volume 23
BA   34   CR       1/6   TR 11   CH 11   ST &BA &0A &5A
BA   34   CR       1/6   TR 11   CH 11   ST &EA &51 &3F
BA   34   CR       1/6   TR 12   CH 12   Channel volume 23
BA   34   CR     17/96   TR 11   CH 11   ST &BA &0A &59
BA   34   CR      3/16   TR 11   CH 11   ST &BA &0A &58
BA   34   CR      3/16   TR 15   CH 15   Channel volume 16
BA   34   CR     19/96   TR  6   CH  6   Channel volume 15
BA   34   CR     19/96   TR 11   CH 11   ST &BA &0A &57
BA   34   CR      5/24   TR 11   CH 11   ST &BA &0A &56
BA   34   CR      5/24   TR 11   CH 11   ST &EA &4A &3F
BA   34   CR      7/32   TR 11   CH 11   ST &BA &0A &55
BA   34   CR     23/96   TR 11   CH 11   ST &BA &0A &54
BA   34   CR       1/4   TR  6   CH  6   NT  C#-         59/96   von=97   voff=97
BA   34   CR       1/4   TR  7   CH  7   Channel volume 15
BA   34   CR       1/4   TR  8   CH  8   Channel volume 15
BA   34   CR       1/4   TR 10   CH 10   NT  A---        23/96   von=53   voff=53
BA   34   CR       1/4   TR 11   CH 11   ST &BA &0A &53
BA   34   CR       1/4   TR 11   CH 11   ST &EA &43 &3F
BA   34   CR       1/4   TR 15   CH 15   NT  B-          11/96   von=61   voff=61
BA   34   CR       1/4   TR 15   CH 15   NT  Eb-         11/96   von=77   voff=77
BA   34   CR       1/4   TR 15   CH 15   NT  Eb          11/96   voff=77
BA   34   CR     25/96   TR 11   CH 11   ST &BA &0A &52
BA   34   CR     25/96   TR 13   CH 13   Channel volume 22
BA   34   CR     25/96   TR 14   CH 14   Channel volume 26
BA   34   CR     13/48   TR 11   CH 11   ST &BA &0A &51
BA   34   CR      9/32   TR 11   CH 11   ST &BA &0A &50
BA   34   CR      7/24   TR 11   CH 11   ST &BA &0A &4F
BA   34   CR      7/24   TR 11   CH 11   ST &EA &3C &3F
BA   34   CR     29/96   TR 10   CH 10   Channel volume 22
BA   34   CR     29/96   TR 11   CH 11   ST &BA &0A &4E
BA   34   CR      5/16   TR 11   CH 11   ST &BA &0A &4D
BA   34   CR     31/96   TR 11   CH 11   ST &BA &0A &4C
BA   34   CR       1/3   TR 11   CH 11   Channel volume 22
BA   34   CR       1/3   TR 11   CH 11   ST &BA &0A &4B
BA   34   CR       1/3   TR 11   CH 11   ST &EA &35 &3F
BA   34   CR       1/3   TR 12   CH 12   Channel volume 22
BA   34   CR     17/48   TR 11   CH 11   ST &BA &0A &4A
BA   34   CR     35/96   TR 11   CH 11   ST &BA &0A &49
BA   34   CR     35/96   TR 11   CH 11   ST &EA &2F &3F
BA   34   CR       3/8   TR 11   CH 11   ST &BA &0A &48
BA   34   CR     37/96   TR 11   CH 11   ST &BA &0A &47
BA   34   CR     19/48   TR 11   CH 11   ST &BA &0A &46
BA   34   CR     13/32   TR 11   CH 11   ST &BA &0A &45
BA   34   CR     13/32   TR 11   CH 11   ST &EA &28 &3F
BA   34   CR     13/32   TR 14   CH 14   Channel volume 25
BA   34   CR      5/12   TR 11   CH 11   ST &BA &0A &44
BA   34   CR     41/96   TR 11   CH 11   ST &BA &0A &43
BA   34   CR     41/96   TR 13   CH 13   Channel volume 21
BA   34   CR     41/96   TR 15   CH 15   Channel volume 15
BA   34   CR      7/16   TR 11   CH 11   ST &BA &0A &42
BA   34   CR     43/96   TR  6   CH  6   Channel volume 14
BA   34   CR     43/96   TR 11   CH 11   ST &EA &21 &3F
BA   34   CR     11/24   TR 11   CH 11   ST &BA &0A &41
BA   34   CR     15/32   TR 10   CH 10   Channel volume 21
BA   34   CR     15/32   TR 11   CH 11   ST &BA &0A &40
BA   34   CR     23/48   TR 11   CH 11   ST &BA &0A &3F
BA   34   CR     47/96   TR 11   CH 11   ST &BA &0A &3E
BA   34   CR     47/96   TR 11   CH 11   ST &EA &1A &3F
BA   34   CR       1/2   TR  6   CH  6   NT  A-          59/96   von=99   voff=99
BA   34   CR       1/2   TR  6   CH  6   NT  G--         59/96   voff=99
BA   34   CR       1/2   TR  7   CH  7   Channel volume 14
BA   34   CR       1/2   TR  7   CH  7   NT  E           23/96   von=119   voff=119
BA   34   CR       1/2   TR  8   CH  8   Channel volume 14
BA   34   CR       1/2   TR  8   CH  8   NT  E           23/96   von=119   voff=119
BA   34   CR       1/2   TR 10   CH 10   NT  A---        23/96   von=54   voff=54
BA   34   CR       1/2   TR 10   CH 10   NT  C#          23/96   von=92   voff=92
BA   34   CR       1/2   TR 11   CH 11   Channel volume 21
BA   34   CR       1/2   TR 11   CH 11   ST &BA &0A &3D
BA   34   CR       1/2   TR 12   CH 12   Channel volume 21
BA   34   CR       1/2   TR 13   CH 13   NT  A---        23/96   von=92   voff=92
BA   34   CR       1/2   TR 15   CH 15   NT  Eb          11/96   voff=77
BA   34   CR       1/2   TR 15   CH 15   NT  Eb-         11/96   voff=77
BA   34   CR       1/2   TR 15   CH 15   NT  B-          11/96   von=61   voff=61
BA   34   CR     49/96   TR 11   CH 11   ST &BA &0A &3C
BA   34   CR     25/48   TR 11   CH 11   ST &BA &0A &3B
BA   34   CR     17/32   TR 11   CH 11   ST &BA &0A &3A
BA   34   CR     17/32   TR 11   CH 11   ST &EA &13 &3F
BA   34   CR     13/24   TR 11   CH 11   ST &BA &0A &39
BA   34   CR     13/24   TR 14   CH 14   Channel volume 24
BA   34   CR     53/96   TR 11   CH 11   ST &BA &0A &38
BA   34   CR     55/96   TR 11   CH 11   ST &BA &0A &37
BA   34   CR     55/96   TR 11   CH 11   ST &EA &0C &3F
BA   34   CR      7/12   TR 11   CH 11   ST &BA &0A &36
BA   34   CR     19/32   TR 11   CH 11   ST &BA &0A &35
BA   34   CR     29/48   TR 11   CH 11   ST &BA &0A &34
BA   34   CR     29/48   TR 13   CH 13   Channel volume 20
BA   34   CR     59/96   TR 11   CH 11   ST &BA &0A &33
BA   34   CR     59/96   TR 11   CH 11   ST &EA &06 &3F
BA   34   CR       5/8   TR 11   CH 11   ST &BA &0A &32
BA   34   CR     61/96   TR 10   CH 10   Channel volume 20
BA   34   CR     61/96   TR 11   CH 11   ST &BA &0A &31
BA   34   CR     31/48   TR 11   CH 11   ST &BA &0A &30
BA   34   CR     21/32   TR 11   CH 11   ST &BA &0A &2F
BA   34   CR     21/32   TR 11   CH 11   ST &EA &7F &3E
BA   34   CR       2/3   TR 11   CH 11   Channel volume 20
BA   34   CR       2/3   TR 11   CH 11   ST &BA &0A &2E
BA   34   CR       2/3   TR 12   CH 12   Channel volume 20
BA   34   CR       2/3   TR 15   CH 15   Channel volume 14
BA   34   CR     11/16   TR 11   CH 11   ST &BA &0A &2D
BA   34   CR     11/16   TR 11   CH 11   ST &EA &78 &3E
BA   34   CR     11/16   TR 14   CH 14   Channel volume 23
BA   34   CR     67/96   TR 11   CH 11   ST &BA &0A &2C
BA   34   CR     17/24   TR  6   CH  6   Channel volume 13
BA   34   CR     17/24   TR 11   CH 11   ST &BA &0A &2B
BA   34   CR     23/32   TR 11   CH 11   ST &BA &0A &2A
BA   34   CR     35/48   TR 11   CH 11   ST &BA &0A &29
BA   34   CR     35/48   TR 11   CH 11   ST &EA &71 &3E
BA   34   CR     71/96   TR 11   CH 11   ST &BA &0A &28
BA   34   CR       3/4   TR  6   CH  6   NT  D-          59/96   von=93   voff=93
BA   34   CR       3/4   TR  6   CH  6   NT  G#--        59/96   voff=93
BA   34   CR       3/4   TR  7   CH  7   Channel volume 13
BA   34   CR       3/4   TR  7   CH  7   NT  E           23/96   von=113   voff=113
BA   34   CR       3/4   TR  8   CH  8   Channel volume 13
BA   34   CR       3/4   TR  8   CH  8   NT  E           23/96   von=113   voff=113
BA   34   CR       3/4   TR 10   CH 10   NT  C#--        23/96   von=103   voff=103
BA   34   CR       3/4   TR 10   CH 10   NT  A---        23/96   von=41   voff=41
BA   34   CR       3/4   TR 10   CH 10   NT  C#          23/96   von=77   voff=77
BA   34   CR       3/4   TR 11   CH 11   ST &BA &0A &27
BA   34   CR       3/4   TR 13   CH 13   NT  A---        23/96   von=76   voff=76
BA   34   CR       3/4   TR 14   CH 14   NT  B'          11/96   von=63   voff=63
BA   34   CR       3/4   TR 14   CH 14   NT  Eb'         11/96   von=85   voff=85
BA   34   CR       3/4   TR 14   CH 14   NT  Eb''        11/96   voff=85
BA   34   CR     73/96   TR 11   CH 11   ST &BA &0A &26
BA   34   CR     37/48   TR 11   CH 11   ST &BA &0A &25
BA   34   CR     37/48   TR 11   CH 11   ST &EA &6A &3E
BA   34   CR     37/48   TR 13   CH 13   Channel volume 19
BA   34   CR     19/24   TR 11   CH 11   ST &BA &0A &24
BA   34   CR     77/96   TR 10   CH 10   Channel volume 19
BA   34   CR     77/96   TR 11   CH 11   ST &BA &0A &23
BA   34   CR     13/16   TR 11   CH 11   ST &BA &0A &22
BA   34   CR     13/16   TR 11   CH 11   ST &EA &63 &3E
BA   34   CR     79/96   TR 11   CH 11   ST &BA &0A &21
BA   34   CR       5/6   TR 11   CH 11   Channel volume 19
BA   34   CR       5/6   TR 11   CH 11   ST &BA &0A &20
BA   34   CR       5/6   TR 12   CH 12   Channel volume 19
BA   34   CR       5/6   TR 14   CH 14   Channel volume 22
BA   34   CR     27/32   TR 11   CH 11   ST &BA &0A &1F
BA   34   CR     41/48   TR 11   CH 11   ST &BA &0A &1E
BA   34   CR     41/48   TR 11   CH 11   ST &EA &5D &3E
BA   34   CR     83/96   TR 11   CH 11   ST &BA &0A &1D
BA   34   CR       7/8   TR 11   CH 11   ST &BA &0A &1C
BA   34   CR     85/96   TR 11   CH 11   ST &BA &0A &1B
BA   34   CR     43/48   TR 11   CH 11   ST &EA &56 &3E
BA   34   CR     43/48   TR 12   CH 12   ST &BB &0A &68
BA   34   CR     43/48   TR 15   CH 15   Channel volume 13
BA   34   CR     29/32   TR 11   CH 11   ST &BA &0A &1A
BA   34   CR     29/32   TR 12   CH 12   ST &BB &0A &67
BA   34   CR     11/12   TR 11   CH 11   ST &BA &0A &19
BA   34   CR     11/12   TR 12   CH 12   ST &BB &0A &66
BA   34   CR     89/96   TR 11   CH 11   ST &BA &0A &18
BA   34   CR     89/96   TR 12   CH 12   ST &BB &0A &65
BA   34   CR     15/16   TR 11   CH 11   ST &BA &0A &17
BA   34   CR     15/16   TR 11   CH 11   ST &EA &4F &3E
BA   34   CR     15/16   TR 12   CH 12   ST &BB &0A &64
BA   34   CR     15/16   TR 13   CH 13   Channel volume 18
BA   34   CR     91/96   TR 11   CH 11   ST &BA &0A &16
BA   34   CR     91/96   TR 12   CH 12   ST &BB &0A &63
BA   34   CR     23/24   TR  6   CH  6   Channel volume 12
BA   34   CR     23/24   TR 11   CH 11   ST &BA &0A &15
BA   34   CR     23/24   TR 12   CH 12   ST &BB &0A &62
BA   34   CR     31/32   TR 10   CH 10   Channel volume 18
BA   34   CR     31/32   TR 11   CH 11   ST &BA &0A &14
BA   34   CR     31/32   TR 12   CH 12   ST &BB &0A &61
BA   34   CR     47/48   TR 11   CH 11   ST &BA &0A &13
BA   34   CR     47/48   TR 11   CH 11   ST &EA &48 &3E
BA   34   CR     47/48   TR 12   CH 12   ST &BB &0A &60
BA   34   CR     47/48   TR 14   CH 14   Channel volume 21
BA   34   CR     95/96   TR 11   CH 11   ST &BA &0A &12
BA   34   CR     95/96   TR 12   CH 12   ST &BB &0A &5F
BA   34   CR         1   TR  6   CH  6   NT  A-          11/96   von=91   voff=99
BA   34   CR         1   TR  6   CH  6   NT  A--         59/96   voff=91
BA   34   CR         1   TR  7   CH  7   Channel volume 12
BA   34   CR         1   TR  7   CH  7   NT  Eb          23/96   von=105   voff=105
BA   34   CR         1   TR  8   CH  8   Channel volume 12
BA   34   CR         1   TR  8   CH  8   NT  Eb          23/96   von=105   voff=105
BA   34   CR         1   TR 10   CH 10   NT  A---        23/96   von=66   voff=66
BA   34   CR         1   TR 11   CH 11   Channel volume 18
BA   34   CR         1   TR 11   CH 11   ST &BA &0A &11
BA   34   CR         1   TR 12   CH 12   ST &BB &0A &5E
BA   34   CR         1   TR 12   CH 12   Channel volume 18
BA   34   CR         1   TR 12   CH 12   NT  F#        2+95/96   von=111   voff=111
BA   34   CR         1   TR 13   CH 13   NT  A---        23/96   von=91   voff=91
BA   34   CR    1+1/96   TR 11   CH 11   ST &EA &41 &3E
BA   34   CR    1+1/96   TR 12   CH 12   ST &BB &0A &5D
BA   34   CR    1+1/48   TR 11   CH 11   ST &BA &0A &12
BA   34   CR    1+1/48   TR 12   CH 12   ST &BB &0A &5C
BA   34   CR    1+1/32   TR 11   CH 11   ST &BA &0A &13
BA   34   CR    1+1/32   TR 12   CH 12   ST &BB &0A &5B
BA   34   CR    1+1/24   TR 11   CH 11   ST &BA &0A &14
BA   34   CR    1+1/24   TR 12   CH 12   ST &BB &0A &5A
BA   34   CR    1+5/96   TR 11   CH 11   ST &BA &0A &15
BA   34   CR    1+5/96   TR 11   CH 11   ST &EA &3B &3E
BA   34   CR    1+5/96   TR 12   CH 12   ST &BB &0A &59
BA   34   CR    1+1/16   TR 11   CH 11   ST &BA &0A &16
BA   34   CR    1+1/16   TR 12   CH 12   ST &BB &0A &58
BA   34   CR    1+7/96   TR 11   CH 11   ST &BA &0A &17
BA   34   CR    1+7/96   TR 12   CH 12   ST &BB &0A &57
BA   34   CR    1+1/12   TR 11   CH 11   ST &BA &0A &18
BA   34   CR    1+1/12   TR 12   CH 12   ST &BB &0A &56
BA   34   CR    1+3/32   TR 11   CH 11   ST &EA &34 &3E
BA   34   CR    1+3/32   TR 12   CH 12   ST &BB &0A &55
BA   34   CR    1+5/48   TR 11   CH 11   ST &BA &0A &19
BA   34   CR    1+5/48   TR 12   CH 12   ST &BB &0A &54
BA   34   CR   1+11/96   TR 11   CH 11   ST &BA &0A &1A
BA   34   CR   1+11/96   TR 12   CH 12   ST &BB &0A &53
BA   34   CR   1+11/96   TR 13   CH 13   Channel volume 17
BA   34   CR     1+1/8   TR  6   CH  6   NT  E-          59/96   von=93   voff=93
BA   34   CR     1+1/8   TR 11   CH 11   ST &BA &0A &1B
BA   34   CR     1+1/8   TR 12   CH 12   ST &EB &7F &3E
BA   34   CR     1+1/8   TR 12   CH 12   ST &BB &0A &52
BA   34   CR     1+1/8   TR 14   CH 14   Channel volume 20
BA   34   CR   1+13/96   TR 11   CH 11   ST &BA &0A &1C
BA   34   CR   1+13/96   TR 11   CH 11   ST &EA &2D &3E
BA   34   CR   1+13/96   TR 12   CH 12   ST &BB &0A &51
BA   34   CR   1+13/96   TR 15   CH 15   Channel volume 12
BA   34   CR    1+7/48   TR 10   CH 10   Channel volume 17
BA   34   CR    1+7/48   TR 11   CH 11   ST &BA &0A &1D
BA   34   CR    1+7/48   TR 12   CH 12   ST &BB &0A &50
BA   34   CR    1+5/32   TR 11   CH 11   ST &BA &0A &1E
BA   34   CR    1+5/32   TR 12   CH 12   ST &BB &0A &4F
BA   34   CR     1+1/6   TR 11   CH 11   Channel volume 17
BA   34   CR     1+1/6   TR 11   CH 11   ST &BA &0A &1F
BA   34   CR     1+1/6   TR 12   CH 12   ST &BB &0A &4E
BA   34   CR     1+1/6   TR 12   CH 12   Channel volume 17
BA   34   CR   1+17/96   TR 11   CH 11   ST &EA &26 &3E
BA   34   CR   1+17/96   TR 12   CH 12   ST &BB &0A &4D
BA   34   CR    1+3/16   TR 11   CH 11   ST &BA &0A &20
BA   34   CR    1+3/16   TR 12   CH 12   ST &BB &0A &4C
BA   34   CR   1+19/96   TR 11   CH 11   ST &BA &0A &21
BA   34   CR   1+19/96   TR 12   CH 12   ST &BB &0A &4B
BA   34   CR    1+5/24   TR  6   CH  6   Channel volume 11
BA   34   CR    1+5/24   TR 11   CH 11   ST &BA &0A &22
BA   34   CR    1+5/24   TR 12   CH 12   ST &BB &0A &4A
BA   34   CR    1+7/32   TR 11   CH 11   ST &BA &0A &23
BA   34   CR    1+7/32   TR 11   CH 11   ST &EA &1F &3E
BA   34   CR   1+11/48   TR 11   CH 11   ST &BA &0A &24
BA   34   CR   1+11/48   TR 12   CH 12   ST &BB &0A &49
BA   34   CR   1+23/96   TR 11   CH 11   ST &BA &0A &25
BA   34   CR   1+23/96   TR 12   CH 12   ST &BB &0A &48
BA   34   CR     1+1/4   TR  6   CH  6   NT  C#--        59/96   voff=93
BA   34   CR     1+1/4   TR  7   CH  7   Channel volume 11
BA   34   CR     1+1/4   TR  8   CH  8   Channel volume 11
BA   34   CR     1+1/4   TR 10   CH 10   NT  A---        23/96   von=38   voff=38
BA   34   CR     1+1/4   TR 11   CH 11   ST &BA &0A &26
BA   34   CR     1+1/4   TR 12   CH 12   ST &EB &1A &3F
BA   34   CR     1+1/4   TR 12   CH 12   ST &BB &0A &47
BA   34   CR   1+25/96   TR 11   CH 11   ST &EA &18 &3E
BA   34   CR   1+25/96   TR 12   CH 12   ST &BB &0A &46
BA   34   CR   1+13/48   TR 11   CH 11   ST &BA &0A &27
BA   34   CR   1+13/48   TR 12   CH 12   ST &BB &0A &45
BA   34   CR   1+13/48   TR 14   CH 14   Channel volume 19
BA   34   CR    1+9/32   TR 11   CH 11   ST &BA &0A &28
BA   34   CR    1+9/32   TR 12   CH 12   ST &BB &0A &44
BA   34   CR    1+9/32   TR 13   CH 13   Channel volume 16
BA   34   CR    1+7/24   TR 11   CH 11   ST &BA &0A &29
BA   34   CR    1+7/24   TR 12   CH 12   ST &BB &0A &43
BA   34   CR   1+29/96   TR 11   CH 11   ST &BA &0A &2A
BA   34   CR   1+29/96   TR 11   CH 11   ST &EA &12 &3E
BA   34   CR   1+29/96   TR 12   CH 12   ST &BB &0A &42
BA   34   CR    1+5/16   TR 10   CH 10   Channel volume 16
BA   34   CR    1+5/16   TR 11   CH 11   ST &BA &0A &2B
BA   34   CR    1+5/16   TR 12   CH 12   ST &BB &0A &41
BA   34   CR   1+31/96   TR 11   CH 11   ST &BA &0A &2C
BA   34   CR   1+31/96   TR 12   CH 12   ST &BB &0A &40
BA   34   CR     1+1/3   TR 11   CH 11   Channel volume 16
BA   34   CR     1+1/3   TR 11   CH 11   ST &BA &0A &2D
BA   34   CR     1+1/3   TR 11   CH 11   ST &EA &0B &3E
BA   34   CR     1+1/3   TR 12   CH 12   ST &BB &0A &3F
BA   34   CR     1+1/3   TR 12   CH 12   Channel volume 16
BA   34   CR   1+11/32   TR 12   CH 12   ST &BB &0A &3E
BA   34   CR   1+17/48   TR 11   CH 11   ST &BA &0A &2E
BA   34   CR   1+17/48   TR 12   CH 12   ST &BB &0A &3D
BA   34   CR   1+35/96   TR 11   CH 11   ST &BA &0A &2F
BA   34   CR   1+35/96   TR 12   CH 12   ST &BB &0A &3C
BA   34   CR     1+3/8   TR  6   CH  6   NT  Bb--        59/96   von=87   voff=87
BA   34   CR     1+3/8   TR 11   CH 11   ST &BA &0A &30
BA   34   CR     1+3/8   TR 11   CH 11   ST &EA &04 &3E
BA   34   CR     1+3/8   TR 12   CH 12   ST &EB &21 &3F
BA   34   CR     1+3/8   TR 12   CH 12   ST &BB &0A &3B
BA   34   CR     1+3/8   TR 15   CH 15   Channel volume 11
BA   34   CR   1+37/96   TR 11   CH 11   ST &BA &0A &31
BA   34   CR   1+37/96   TR 12   CH 12   ST &BB &0A &3A
BA   34   CR   1+19/48   TR 11   CH 11   ST &BA &0A &32
BA   34   CR   1+19/48   TR 12   CH 12   ST &BB &0A &39
BA   34   CR   1+13/32   TR 11   CH 11   ST &BA &0A &33
BA   34   CR   1+13/32   TR 12   CH 12   ST &BB &0A &38
BA   34   CR   1+13/32   TR 14   CH 14   Channel volume 18
BA   34   CR    1+5/12   TR 11   CH 11   ST &BA &0A &34
BA   34   CR    1+5/12   TR 11   CH 11   ST &EA &7D &3D
BA   34   CR    1+5/12   TR 12   CH 12   ST &BB &0A &37
BA   34   CR   1+41/96   TR 12   CH 12   ST &BB &0A &36
BA   34   CR    1+7/16   TR 11   CH 11   ST &BA &0A &35
BA   34   CR    1+7/16   TR 12   CH 12   ST &BB &0A &35
BA   34   CR   1+43/96   TR 11   CH 11   ST &BA &0A &36
BA   34   CR   1+43/96   TR 12   CH 12   ST &BB &0A &34
BA   34   CR   1+43/96   TR 13   CH 13   Channel volume 15
BA   34   CR   1+11/24   TR 11   CH 11   ST &BA &0A &37
BA   34   CR   1+11/24   TR 11   CH 11   ST &EA &76 &3D
BA   34   CR   1+11/24   TR 12   CH 12   ST &BB &0A &33
BA   34   CR   1+15/32   TR  6   CH  6   Channel volume 10
BA   34   CR   1+15/32   TR 11   CH 11   ST &BA &0A &38
BA   34   CR   1+15/32   TR 12   CH 12   ST &BB &0A &32
BA   34   CR   1+23/48   TR 10   CH 10   Channel volume 15
BA   34   CR   1+23/48   TR 11   CH 11   ST &BA &0A &39
BA   34   CR   1+23/48   TR 12   CH 12   ST &BB &0A &31
BA   34   CR   1+47/96   TR 11   CH 11   ST &BA &0A &3A
BA   34   CR   1+47/96   TR 12   CH 12   ST &BB &0A &30
BA   34   CR     1+1/2   TR  7   CH  7   Channel volume 10
BA   34   CR     1+1/2   TR  7   CH  7   NT  E           23/96   von=101   voff=101
BA   34   CR     1+1/2   TR  8   CH  8   Channel volume 10
BA   34   CR     1+1/2   TR  8   CH  8   NT  E           23/96   von=101   voff=101
BA   34   CR     1+1/2   TR 10   CH 10   NT  A---        23/96   von=40   voff=40
BA   34   CR     1+1/2   TR 11   CH 11   Channel volume 15
BA   34   CR     1+1/2   TR 11   CH 11   ST &BA &0A &3B
BA   34   CR     1+1/2   TR 11   CH 11   ST &EA &6F &3D
BA   34   CR     1+1/2   TR 12   CH 12   ST &BB &0A &2F
BA   34   CR     1+1/2   TR 12   CH 12   Channel volume 15
BA   34   CR     1+1/2   TR 13   CH 13   NT  A---        23/96   von=84   voff=84
BA   34   CR     1+1/2   TR 15   CH 15   NT  B-          11/96   voff=61
BA   34   CR     1+1/2   TR 15   CH 15   NT  Eb-         11/96   von=77   voff=77
BA   34   CR     1+1/2   TR 15   CH 15   NT  Eb          11/96   voff=77
BA   34   CR   1+49/96   TR 12   CH 12   ST &BB &0A &2E
BA   34   CR   1+25/48   TR 11   CH 11   ST &BA &0A &3C
BA   34   CR   1+25/48   TR 12   CH 12   ST &BB &0A &2D
BA   34   CR   1+17/32   TR 11   CH 11   ST &BA &0A &3D
BA   34   CR   1+17/32   TR 12   CH 12   ST &BB &0A &2C
BA   34   CR   1+13/24   TR 11   CH 11   ST &BA &0A &3E
BA   34   CR   1+13/24   TR 11   CH 11   ST &EA &69 &3D
BA   34   CR   1+13/24   TR 12   CH 12   ST &BB &0A &2B
BA   34   CR   1+53/96   TR 11   CH 11   ST &BA &0A &3F
BA   34   CR   1+53/96   TR 14   CH 14   Channel volume 17
BA   34   CR    1+9/16   TR 11   CH 11   ST &BA &0A &40
BA   34   CR    1+9/16   TR 12   CH 12   ST &BB &0A &2A
BA   34   CR   1+55/96   TR 11   CH 11   ST &BA &0A &41
BA   34   CR   1+55/96   TR 12   CH 12   ST &BB &0A &29
BA   34   CR    1+7/12   TR 11   CH 11   ST &BA &0A &42
BA   34   CR    1+7/12   TR 11   CH 11   ST &EA &62 &3D
BA   34   CR    1+7/12   TR 12   CH 12   ST &BB &0A &28
BA   34   CR   1+19/32   TR 12   CH 12   ST &BB &0A &27
BA   34   CR   1+29/48   TR 11   CH 11   ST &BA &0A &43
BA   34   CR   1+29/48   TR 12   CH 12   ST &BB &0A &26
BA   34   CR   1+59/96   TR 11   CH 11   ST &BA &0A &44
