
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA   53   CR     2+1/2   TR  1   CH  1   NT  B--           1/4
BA   53   CR     2+1/2   TR  1   CH  1   NT  F#            1/4
BA   53   CR         3   TR  1   CH  1   NT  Bb---         1/4
BA   53   CR         3   TR  1   CH  1   NT  Bb--          1/4
BA   53   CR         3   TR  1   CH  1   NT  F             1/4
BA   53   CR    3+5/12   TR  1   CH  1   NT  A---          1/4
BA   53   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   54   CR         0   TR  1   CH  1   NT  A             1/4
BA   54   CR         0   TR  1   CH  1   NT  C#            1/4
BA   54   CR         0   TR  1   CH  1   NT  A---          1/4
BA   54   CR       1/4   TR  1   CH  1   NT  E             1/4
BA   54   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   54   CR       1/2   TR  1   CH  1   NT  E             1/4
BA   54   CR       1/2   TR  1   CH  1   NT  G             1/4
BA   54   CR       3/4   TR  1   CH  1   NT  C#--          1/4
BA   54   CR       3/4   TR  1   CH  1   NT  C#            1/2
BA   54   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   54   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   54   CR     1+1/2   TR  1   CH  1   NT  E--           1/4
BA   54   CR     1+1/2   TR  1   CH  1   NT  C#            1/4
BA   54   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   54   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   54   CR     1+3/4   TR  1   CH  1   NT  E             1/4
BA   54   CR         2   TR  1   CH  1   NT  E             1/4
BA   54   CR         2   TR  1   CH  1   NT  G             1/4
BA   54   CR     2+1/4   TR  1   CH  1   NT  C#--          1/4
BA   54   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   54   CR     2+1/4   TR  1   CH  1   NT  C#            1/2
BA   54   CR     2+3/4   TR  1   CH  1   NT  A-            2/3
BA   54   CR     2+3/4   TR  1   CH  1   NT  C#            2/3
BA   54   CR         3   TR  1   CH  1   NT  A---          1/4
BA   54   CR     3+1/2   TR  1   CH  1   NT  E--           1/4
BA   54   CR     3+3/4   TR  1   CH  1   NT  A-            1/4

BA   55   CR         0   TR  1   CH  1   NT  D--           1/4
BA   55   CR         0   TR  1   CH  1   NT  D             1/4
BA   55   CR         0   TR  1   CH  1   NT  A             1/4
BA   55   CR       1/4   TR  1   CH  1   NT  A-            1/4
BA   55   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   55   CR       3/4   TR  1   CH  1   NT  A---          1/4
BA   55   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   55   CR       3/4   TR  1   CH  1   NT  A             1/2
BA   55   CR     1+1/4   TR  1   CH  1   NT  A-            1/4
BA   55   CR    1+5/12   TR  1   CH  1   NT  D--           1/4
BA   55   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   55   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   55   CR     1+3/4   TR  1   CH  1   NT  A-            1/4
BA   55   CR         2   TR  1   CH  1   NT  D             1/4
BA   55   CR         2   TR  1   CH  1   NT  F             1/4
BA   55   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   55   CR     2+1/4   TR  1   CH  1   NT  A             1/2
BA   55   CR     2+1/4   TR  1   CH  1   NT  A---          1/4
BA   55   CR     2+3/4   TR  1   CH  1   NT  A-           7/12
BA   55   CR     2+3/4   TR  1   CH  1   NT  D            7/12
BA   55   CR         3   TR  1   CH  1   NT  A---          1/4
BA   55   CR     3+1/2   TR  1   CH  1   NT  G---          1/4
BA   55   CR     3+3/4   TR  1   CH  1   NT  B-            1/4

BA   56   CR         0   TR  1   CH  1   NT  B             1/4
BA   56   CR         0   TR  1   CH  1   NT  D             1/4
BA   56   CR         0   TR  1   CH  1   NT  B---          1/4
BA   56   CR       1/4   TR  1   CH  1   NT  B-            1/4
BA   56   CR       1/2   TR  1   CH  1   NT  F             1/4
BA   56   CR       1/2   TR  1   CH  1   NT  D             1/4
BA   56   CR       3/4   TR  1   CH  1   NT  D             1/2
BA   56   CR       3/4   TR  1   CH  1   NT  B             1/2
BA   56   CR       3/4   TR  1   CH  1   NT  D--           1/4
BA   56   CR     1+1/4   TR  1   CH  1   NT  B-            1/4
BA   56   CR     1+1/2   TR  1   CH  1   NT  D             1/4
BA   56   CR     1+1/2   TR  1   CH  1   NT  B             1/4
BA   56   CR     1+1/2   TR  1   CH  1   NT  B---          1/4
BA   56   CR     1+3/4   TR  1   CH  1   NT  B-            1/4
BA   56   CR         2   TR  1   CH  1   NT  D             1/4
BA   56   CR         2   TR  1   CH  1   NT  F             1/4
BA   56   CR     2+1/4   TR  1   CH  1   NT  D             1/2
BA   56   CR     2+1/4   TR  1   CH  1   NT  B             1/2
BA   56   CR     2+1/4   TR  1   CH  1   NT  G---          1/4
BA   56   CR     2+3/4   TR  1   CH  1   NT  B-            2/3
BA   56   CR     2+3/4   TR  1   CH  1   NT  D             2/3
BA   56   CR         3   TR  1   CH  1   NT  B---          1/4
BA   56   CR     3+1/2   TR  1   CH  1   NT  C--           1/4
BA   56   CR     3+3/4   TR  1   CH  1   NT  C             1/4

BA   57   CR         0   TR  1   CH  1   NT  G             1/4
BA   57   CR         0   TR  1   CH  1   NT  E             1/4
BA   57   CR         0   TR  1   CH  1   NT  C--           1/4
BA   57   CR       1/4   TR  1   CH  1   NT  C'            1/4
BA   57   CR       1/4   TR  1   CH  1   NT  C             1/4
BA   57   CR       1/2   TR  1   CH  1   NT  C             1/2
BA   57   CR       1/2   TR  1   CH  1   NT  E             1/2
BA   57   CR       3/4   TR  1   CH  1   NT  G---          1/4
BA   57   CR         1   TR  1   CH  1   NT  C             1/4
BA   57   CR     1+1/4   TR  1   CH  1   NT  G             1/4
BA   57   CR     1+1/2   TR  1   CH  1   NT  A---          1/4
BA   57   CR     1+1/2   TR  1   CH  1   NT  A             1/4
BA   57   CR     1+3/4   TR  1   CH  1   NT  B             1/4
BA   57   CR         2   TR  1   CH  1   NT  E             1/4
BA   57   CR         2   TR  1   CH  1   NT  C--           1/4
BA   57   CR         2   TR  1   CH  1   NT  C'            1/4
BA   57   CR     2+1/2   TR  1   CH  1   NT  G---          1/4
BA   57   CR     2+1/2   TR  1   CH  1   NT  D             1/4
BA   57   CR     2+1/2   TR  1   CH  1   NT  B             1/4
BA   57   CR         3   TR  1   CH  1   NT  C-            1/4
BA   57   CR         3   TR  1   CH  1   NT  G--           1/4
BA   57   CR         3   TR  1   CH  1   NT  C--           1/4
BA   57   CR         3   TR  1   CH  1   NT  E             1/4
BA   57   CR         3   TR  1   CH  1   NT  C'            1/4
BA   57   CR     3+1/4   TR  1   CH 16   End of track
